Date,meantemp,humidity,wind_speed,meanpressure
1/01/2013,10,84.5,0,10.15666667
2/01/2013,7.4,92,2.98,10.178
3/01/2013,7.166666667,87,4.633333333,10.18666667
4/01/2013,8.666666667,71.33333333,1.233333333,10.17166667
5/01/2013,6,86.83333333,3.7,10.165
6/01/2013,7,82.8,1.48,10.18
7/01/2013,7,78.6,6.3,10.2
8/01/2013,8.857142857,63.71428571,7.142857143,10.18714286
9/01/2013,14,51.25,12.5,10.17
10/01/2013,11,62,7.4,10.15666667
11/01/2013,15.71428571,51.28571429,10.57142857,10.16142857
12/01/2013,14,74,13.22857143,10.15571429
13/01/2013,15.83333333,75.16666667,4.633333333,10.13333333
14/01/2013,12.83333333,88.16666667,0.616666667,10.15166667
15/01/2013,14.71428571,71.85714286,0.528571429,10.15857143
16/01/2013,13.83333333,86.66666667,0,10.16666667
17/01/2013,16.5,80.83333333,5.25,10.15833333
18/01/2013,13.83333333,92.16666667,8.95,10.145
19/01/2013,12.5,76.66666667,5.883333333,10.21666667
20/01/2013,11.28571429,75.28571429,8.471428571,10.20285714
21/01/2013,11.2,77,2.22,10.21
22/01/2013,9.5,79.66666667,3.083333333,10.218
23/01/2013,14,60.16666667,4.016666667,10.205
24/01/2013,13.83333333,60.66666667,6.166666667,10.205
25/01/2013,12.25,67,5.55,10.2075
26/01/2013,12.66666667,64.16666667,6.8,10.19666667
27/01/2013,12.85714286,65.57142857,5.557142857,10.18142857
28/01/2013,14.83333333,56,3.7,10.17833333
29/01/2013,14.125,65.5,3.2375,10.16625
30/01/2013,14.71428571,70.42857143,1.057142857,10.17857143
31/01/2013,16.2,65.6,2.96,10.184
1/02/2013,16,73,2.22,10.16
2/02/2013,16.28571429,77.57142857,1.328571429,10.17142857
3/02/2013,18,65.57142857,1.857142857,10.15285714
4/02/2013,17.42857143,74.28571429,11.11428571,10.14571429
5/02/2013,16.625,92.375,9.725,10.16375
6/02/2013,16.66666667,71.33333333,8.633333333,10.18666667
7/02/2013,15.6,59.4,10.74,10.186
8/02/2013,14,70.42857143,9.257142857,10.17142857
9/02/2013,15.42857143,61.28571429,9.257142857,10.16857143
10/02/2013,15.25,71.5,3.475,10.17125
11/02/2013,15.875,70.5,5.325,10.165
12/02/2013,15.33333333,70.33333333,7.416666667,10.175
13/02/2013,16.28571429,70.14285714,6.085714286,10.16
14/02/2013,17.33333333,63.83333333,4.333333333,10.14166667
15/02/2013,19.16666667,65.33333333,10.18333333,10.11666667
16/02/2013,14.42857143,92.71428571,8.485714286,10.08
17/02/2013,13.66666667,90,0,10.12666667
18/02/2013,15.6,78.4,12.22,10.162
19/02/2013,15.85714286,82,5.814285714,10.15714286
20/02/2013,17.71428571,74.71428571,5.814285714,10.17
21/02/2013,20,67.28571429,6.614285714,10.15428571
22/02/2013,20.5,65.625,10.875,10.16
23/02/2013,17.42857143,74.85714286,9.257142857,10.17
24/02/2013,16.85714286,78.85714286,7.4,10.18857143
25/02/2013,16.875,72.875,4.6375,10.1825
26/02/2013,17.85714286,70,17.5875,10.15142857
27/02/2013,20.8,57.2,6.66,10.152
28/02/2013,19.42857143,52.85714286,12.95714286,10.17428571
1/03/2013,17.33333333,49.33333333,24.06666667,10.16333333
2/03/2013,19,54,15.725,10.1625
3/03/2013,19.33333333,62.83333333,8.633333333,10.16166667
4/03/2013,17.6,71,5.56,10.158
5/03/2013,20.875,61.875,4.1625,10.16375
6/03/2013,20.85714286,65.28571429,6.871428571,10.15714286
7/03/2013,23.42857143,57.14285714,8.728571429,10.15285714
8/03/2013,24.16666667,44.83333333,7.1,10.14833333
9/03/2013,25.42857143,49.71428571,5.285714286,10.09285714
10/03/2013,23.14285714,57.57142857,4.228571429,10.08
11/03/2013,24,66.33333333,0.933333333,10.11166667
12/03/2013,23.5,62.5,4.933333333,10.115
13/03/2013,21.5,70.5,5.55,10.09
14/03/2013,22.33333333,61.16666667,12.03333333,10.13166667
15/03/2013,24.16666667,45.83333333,7.716666667,10.16166667
16/03/2013,20.33333333,67.66666667,3.7,10.16166667
17/03/2013,22.66666667,58.66666667,8.95,10.15
18/03/2013,23.42857143,58.14285714,17.45714286,10.09428571
19/03/2013,22.5,73.66666667,10.48333333,10.11
20/03/2013,29.16666667,36.33333333,6.8,10.095
21/03/2013,23.83333333,58.5,10.5,10.08333333
22/03/2013,25.25,50.25,9.7125,10.06375
23/03/2013,27.375,50.125,9.95,10.07625
24/03/2013,27,48.75,10.8875,10.1025
25/03/2013,23.5,45.5,15.9625,10.10625
26/03/2013,24.14285714,44.57142857,12.95714286,10.08857143
27/03/2013,21,62,1.85,10.09
28/03/2013,22.42857143,62.71428571,7.414285714,10.09571429
29/03/2013,21.25,70.375,5.55,10.0975
30/03/2013,23.5,54.75,11.1125,10.08625
31/03/2013,23.2,58,6.66,10.086
1/04/2013,25.375,45.5,4.4,10.085
2/04/2013,25.16666667,51,8.65,10.095
3/04/2013,26.2,45.6,8.14,10.09
4/04/2013,24.6,41.8,11.12,10.078
5/04/2013,25.6,31,15.56,10.07
6/04/2013,25.85714286,29.85714286,11.9,10.06142857
7/04/2013,29.14285714,23.28571429,10.31428571,10.05
8/04/2013,28.71428571,33.85714286,5.3,10.06
9/04/2013,30.16666667,30.5,8.65,10.05333333
10/04/2013,30,28,6.1,10.06714286
11/04/2013,30,24.2,7.78,10.064
12/04/2013,28.85714286,32.57142857,6.342857143,10.07571429
13/04/2013,30.2,29.2,10,10.084
14/04/2013,28.25,39.375,6.4875,10.07
15/04/2013,28.25,41.375,6.25,10.03875
16/04/2013,32.125,24.625,10.425,10
17/04/2013,29.2,24.2,6.66,10.022
18/04/2013,30.28571429,30.28571429,4.757142857,10.02857143
19/04/2013,28.28571429,31.28571429,3.971428571,10.02571429
20/04/2013,30.625,29,7.6375,10.03375
21/04/2013,27.66666667,38.66666667,13.88333333,10.06833333
22/04/2013,27.375,45.375,7.65,10.1
23/04/2013,28.625,44.125,4.625,10.09875
24/04/2013,30.28571429,41.71428571,2.114285714,10.08571429
25/04/2013,31.14285714,38.28571429,3.7,10.07714286
26/04/2013,29.875,45.875,6.7125,10.08375
27/04/2013,31.14285714,31.42857143,13.48571429,10.07
28/04/2013,30.57142857,28,12.97142857,10.05428571
29/04/2013,32.125,26.375,7.875,10.04875
30/04/2013,31.14285714,32,7.928571429,10.04857143
1/05/2013,31.85714286,15.85714286,12.68571429,10.02833333
2/05/2013,29.83333333,22.16666667,11.43333333,10.012
3/05/2013,28.57142857,31.57142857,9,9.994285714
4/05/2013,32.85714286,31.42857143,2.914285714,9.99
5/05/2013,32.625,31.125,3.0125,10.00625
6/05/2013,32.75,39.25,3.7,10.01625
7/05/2013,32.875,33.25,7.175,10.02
8/05/2013,34.5,23,9.25,10.01166667
9/05/2013,34.28571429,26,8.985714286,10.00857143
10/05/2013,34,27.71428571,9.528571429,10.00142857
11/05/2013,30.75,30.375,14.8125,9.99875
12/05/2013,29.85714286,40.14285714,5.828571429,10.03714286
13/05/2013,31.71428571,34,3.971428571,10.03571429
14/05/2013,32.28571429,34.28571429,4.771428571,10.01571429
15/05/2013,33,33,3.2375,9.998571429
16/05/2013,33,34.75,7.175,9.985
17/05/2013,32.83333333,28.16666667,9.866666667,10.00333333
18/05/2013,31.4,42.2,12.96666667,9.99
19/05/2013,35.33333333,22.33333333,15.75,9.996666667
20/05/2013,36.4,24.2,7.4,9.984
21/05/2013,36,19,11.37142857,9.986666667
22/05/2013,36.75,22.125,17.5875,9.98625
23/05/2013,37.5,23.33333333,13.56666667,9.971666667
24/05/2013,38.42857143,27.42857143,11.38571429,9.964285714
25/05/2013,38.71428571,22.42857143,10.31428571,9.981428571
26/05/2013,37.8,21.2,10.74,9.982
27/05/2013,35.85714286,31.57142857,8.728571429,9.991428571
28/05/2013,35.33333333,29,8.333333333,10.00166667
29/05/2013,34.14285714,27.85714286,5.557142857,9.994285714
30/05/2013,32.2,28.2,5.56,9.996
31/05/2013,33.625,40.125,10.6375,9.987142857
1/06/2013,32,54,13.4375,9.9875
2/06/2013,32.4,56.6,14.2,10.01
3/06/2013,35.6,47,12.24,9.996
4/06/2013,35.85714286,42.57142857,5.028571429,9.998571429
5/06/2013,37.16666667,36.5,9.866666667,9.98
6/06/2013,31.28571429,61.71428571,10.04285714,9.972857143
7/06/2013,34,49.25,7.4125,9.98
8/06/2013,34.2,57.4,13.34,9.97
9/06/2013,36.16666667,40,11.41666667,9.951666667
10/06/2013,36.625,42.75,8.1,9.95125
11/06/2013,30.16666667,61.66666667,16.35,10
12/06/2013,34.14285714,54.14285714,7.414285714,9.98
13/06/2013,29.83333333,68.66666667,9.866666667,9.986666667
14/06/2013,30.14285714,68.14285714,7.942857143,9.974285714
15/06/2013,30.71428571,65,13.22857143,9.978571429
16/06/2013,27,88.85714286,8.485714286,9.964285714
17/06/2013,26.875,87.375,8.3375,9.9475
18/06/2013,28.4,83.6,5.18,9.964
19/06/2013,29.85714286,72.85714286,4.228571429,9.99
20/06/2013,33,52.71428571,4.771428571,9.971666667
21/06/2013,34.83333333,47.33333333,5.866666667,9.953333333
22/06/2013,35.6,39.4,10.74,9.962
23/06/2013,35.16666667,53,8.35,9.956666667
24/06/2013,33.14285714,55,13.22857143,9.962857143
25/06/2013,30.57142857,70.42857143,11.11428571,9.991666667
26/06/2013,30.66666667,71.5,6.483333333,9.99
27/06/2013,31.42857143,61.85714286,7.957142857,9.967142857
28/06/2013,31.5,64.25,8.8125,9.96
29/06/2013,33.25,57,13.875,9.9525
30/06/2013,32.83333333,52.16666667,10.5,9.971666667
1/07/2013,33.85714286,54,8.728571429,9.964285714
2/07/2013,33.14285714,58.28571429,9.8,9.96
3/07/2013,31.57142857,70,6.357142857,9.975714286
4/07/2013,32.375,67.5,9.25,9.97
5/07/2013,32.8,62.2,12.96,9.978
6/07/2013,31,73.14285714,11.37142857,10.00571429
7/07/2013,31.16666667,77.33333333,7.1,10.00166667
8/07/2013,29.83333333,75.16666667,6.483333333,9.975
9/07/2013,29,78.83333333,8.016666667,9.968333333
10/07/2013,29.75,75.375,6.4875,9.9575
11/07/2013,32.5,65.5,7.116666667,9.973333333
12/07/2013,28.875,86.625,5.5625,10
13/07/2013,31.75,70.25,12.0625,9.98875
14/07/2013,30.75,71.625,4.8125,9.97375
15/07/2013,31.75,73.25,13.5375,9.98375
16/07/2013,29.875,83.875,9,9.99
17/07/2013,31.125,78.375,8.65,9.98
18/07/2013,31.75,76,5.55,9.95
19/07/2013,30.5,73.5,9.266666667,9.953333333
20/07/2013,26.83333333,90.66666667,4.933333333,9.991666667
21/07/2013,28.2,88,2.24,9.964
22/07/2013,29.5,80.33333333,4.333333333,9.968333333
23/07/2013,31.85714286,70.71428571,3.971428571,9.98
24/07/2013,29.71428571,84.14285714,3.971428571,9.971428571
25/07/2013,28.33333333,84.5,8.016666667,9.951666667
26/07/2013,30,73.85714286,5.571428571,9.954285714
27/07/2013,30.14285714,79,4.228571429,9.972857143
28/07/2013,32.28571429,67.42857143,6.085714286,9.981428571
29/07/2013,31,77.42857143,4.771428571,9.971428571
30/07/2013,30.5,75.66666667,8.016666667,9.965
31/07/2013,28.83333333,78.5,9.866666667,9.966666667
1/08/2013,30,73.5,5.55,9.98
2/08/2013,31.57142857,66.42857143,11.11428571,9.994285714
3/08/2013,32.5,62.33333333,10.81666667,10.00833333
4/08/2013,32.5,62.5,5.1,9.9325
5/08/2013,29.5,77,6.783333333,10.01
6/08/2013,27.16666667,90.66666667,4.016666667,10.02166667
7/08/2013,28.375,85.25,3.25,10.01875
8/08/2013,28.5,84,6.166666667,10.005
9/08/2013,27.16666667,87.5,3.716666667,10.01
10/08/2013,29.42857143,79.85714286,6.1,10.00333333
11/08/2013,30,76.83333333,6.8,10.01166667
12/08/2013,29.5,81.5,8.35,10.01
13/08/2013,30.75,72,11.125,9.9925
14/08/2013,29.66666667,74.33333333,9.866666667,9.998333333
15/08/2013,27.71428571,85,8.2,10.01714286
16/08/2013,26.6,92,4.46,10.008
17/08/2013,27.42857143,91,14.28571429,9.994285714
18/08/2013,28.33333333,83.83333333,1.233333333,10.00166667
19/08/2013,28.16666667,84.66666667,5.55,10.005
20/08/2013,27.375,88.5,5.325,9.99
21/08/2013,28.33333333,81.16666667,10.31428571,9.992857143
22/08/2013,29.16666667,74.83333333,6.483333333,10.01166667
23/08/2013,31.28571429,73.14285714,2.642857143,10.01428571
24/08/2013,32,71.25,18.525,10.00333333
25/08/2013,29,90.75,0.925,9.9875
26/08/2013,32,69.875,6.475,9.978571429
27/08/2013,32.14285714,57.28571429,17.07142857,9.998571429
28/08/2013,30.14285714,60.71428571,11.64285714,10.03714286
29/08/2013,31.5,57,9.275,10.0325
30/08/2013,29.16666667,73,3.1,10.035
31/08/2013,29,71.75,4.65,10.0325
1/09/2013,30,65.2,11.48,10.032
2/09/2013,31.85714286,50.85714286,15.34285714,10.03714286
3/09/2013,32.75,45.5,14.8,10.015
4/09/2013,31.71428571,48,14.54285714,10.02166667
5/09/2013,31.66666667,46,13.56666667,10.015
6/09/2013,30.57142857,55.71428571,10.04285714,10.03428571
7/09/2013,30.83333333,51.83333333,6.783333333,10.04166667
8/09/2013,28,71.75,2.325,10.0725
9/09/2013,31,57.5,42.22,10.07
10/09/2013,29.66666667,66.33333333,3.7,10.05333333
11/09/2013,30.85714286,61.14285714,3.971428571,10.05571429
12/09/2013,31.16666667,60.33333333,2.783333333,10.08166667
13/09/2013,31.14285714,67.14285714,3.171428571,10.07142857
14/09/2013,30.5,67,2.783333333,10.03833333
15/09/2013,31.625,56.375,3.9375,10.01375
16/09/2013,29.66666667,60,7.1,10.02333333
17/09/2013,29.25,56.5,3.475,10.02875
18/09/2013,29.14285714,58.57142857,5.557142857,10.03142857
19/09/2013,29.8,61.6,2.96,10.018
20/09/2013,28.66666667,70,9.583333333,10.03
21/09/2013,25.2,89,5.18,10.03
22/09/2013,28.33333333,79.66666667,3.083333333,10.01666667
23/09/2013,30.28571429,68,4.5,10.01
24/09/2013,30.75,65.75,5.7875,10.0275
25/09/2013,28.57142857,75,6.614285714,10.05428571
26/09/2013,28.2,78.8,4.08,10.066
27/09/2013,29,71.25,7.4125,10.05625
28/09/2013,30,67.33333333,1.233333333,10.05333333
29/09/2013,28.14285714,79.85714286,5.557142857,10.03857143
30/09/2013,26.85714286,84.57142857,4.228571429,10.04714286
1/10/2013,28.28571429,68.71428571,6.371428571,10.07714286
2/10/2013,29.2,61.4,7.42,10.1
3/10/2013,28.6,59,7.4,10.086
4/10/2013,24.83333333,84.33333333,6.783333333,10.075
5/10/2013,28.5,69,2.0875,10.04125
6/10/2013,29.75,66.5,1.85,10.0525
7/10/2013,29.71428571,66.57142857,1.585714286,10.08857143
8/10/2013,29.2,69.4,0,10.098
9/10/2013,30.83333333,65.5,5.566666667,10.10333333
10/10/2013,29.42857143,66.28571429,3.971428571,10.10857143
11/10/2013,23.85714286,89.85714286,4.242857143,10.10571429
12/10/2013,26.14285714,82.57142857,2.914285714,10.08285714
13/10/2013,27.16666667,84.33333333,0.616666667,10.07666667
14/10/2013,27.71428571,74.85714286,5.557142857,10.07
15/10/2013,25.85714286,76.42857143,3.7,10.09142857
16/10/2013,26.42857143,75,0,10.09
17/10/2013,26.85714286,76.71428571,1.057142857,10.10428571
18/10/2013,26.33333333,73.16666667,0,10.105
19/10/2013,24.57142857,69.57142857,2.114285714,10.11571429
20/10/2013,24.33333333,67.83333333,1.55,10.10666667
21/10/2013,24.875,63.625,1.3875,10.09875
22/10/2013,27.8,53.6,0,10.11
23/10/2013,25,67.5,1.1625,10.13625
24/10/2013,23.85714286,73.14285714,1.057142857,10.13285714
25/10/2013,22.8,75.8,1.86,10.11
26/10/2013,23,78.2,0.74,10.112
27/10/2013,22.875,66.875,2.55,10.10625
28/10/2013,22.66666667,63.16666667,4.933333333,10.1
29/10/2013,23,62.71428571,3.971428571,10.11142857
30/10/2013,22.85714286,67.42857143,2.385714286,10.12857143
31/10/2013,23.66666667,58.83333333,3.083333333,10.12833333
1/11/2013,23.42857143,69.14285714,1.057142857,10.13285714
2/11/2013,21.625,65,4.6375,10.145
3/11/2013,20.625,57.875,5.5625,10.16
4/11/2013,21.16666667,54.16666667,2.466666667,10.175
5/11/2013,18.83333333,74.33333333,0,10.175
6/11/2013,20.57142857,66.71428571,3.185714286,10.15857143
7/11/2013,20.14285714,73.14285714,4.5,10.15666667
8/11/2013,18,82.2,19.9125,10.15625
9/11/2013,19.85714286,73.57142857,0.528571429,10.16714286
10/11/2013,16.83333333,72,2.466666667,10.16
11/11/2013,18.85714286,61.85714286,5.814285714,10.13428571
12/11/2013,16.57142857,71.71428571,0.8,10.13857143
13/11/2013,17.75,65,3.0125,10.1425
14/11/2013,17.625,63.375,3.475,10.1525
15/11/2013,17,67,0.925,10.165
16/11/2013,16.625,69.625,0,10.18
17/11/2013,15.57142857,67.42857143,2.385714286,10.17714286
18/11/2013,18.5,55.125,7.4125,10.16875
19/11/2013,17.875,63.5,7.175,10.155
20/11/2013,18.25,58.875,2.55,10.1275
21/11/2013,17.875,66.25,2.0875,10.13125
22/11/2013,17.625,74.875,1.1625,10.1575
23/11/2013,18.14285714,77.85714286,0.8,10.14571429
24/11/2013,19.125,58.875,5.0875,10.145
25/11/2013,21.25,49.875,9.5,10.12875
26/11/2013,21.25,51.375,9.75,10.1175
27/11/2013,19.125,68.5,2.7875,10.1475
28/11/2013,18.625,71.875,1.85,10.1775
29/11/2013,17.75,66.625,4.8625,10.16875
30/11/2013,17.875,69.625,11.8125,10.15875
1/12/2013,18,65,1.585714286,10.16142857
2/12/2013,17.25,73.25,1.85,10.15875
3/12/2013,17.5,73.5,1.3875,10.1675
4/12/2013,17.14285714,71.85714286,4.228571429,10.17
5/12/2013,17.14285714,69,6.885714286,10.15285714
6/12/2013,16.125,72.375,3.7125,10.14
7/12/2013,16,80.5,1.1625,10.1425
8/12/2013,16.5,83.625,0,10.14
9/12/2013,16.125,79.25,2.3125,10.135
10/12/2013,15.5,81.75,2.55,10.1375
11/12/2013,16.625,71.875,6.475,10.14125
12/12/2013,17.75,62.375,16.9,10.125
13/12/2013,17.14285714,67.71428571,11.62857143,10.12
14/12/2013,16.14285714,79,0.8,10.12571429
15/12/2013,15.5,86.25,2.55,10.15125
16/12/2013,15.25,89.5,1.1625,10.15625
17/12/2013,14.75,92.875,0.925,10.1425
18/12/2013,14.875,93,2.0875,10.12625
19/12/2013,16.125,89.125,3.25,10.12875
20/12/2013,15.375,91.375,4.4125,10.16
21/12/2013,14.75,94,0.4625,10.17
22/12/2013,15.25,94,1.3875,10.18375
23/12/2013,14.25,88.25,9.025,10.205
24/12/2013,13.5,84.75,5.7875,10.21375
25/12/2013,13.66666667,63.16666667,34.4875,10.20625
26/12/2013,12.125,67.625,4.4,10.1925
27/12/2013,11.875,79.875,1.1625,10.18625
28/12/2013,10.875,70,5.325,10.1925
29/12/2013,10.57142857,69.42857143,5.325,10.185
30/12/2013,12.375,79.5,6.475,10.18125
31/12/2013,14.5,89.375,4.8625,10.205
1/01/2014,13.375,89.625,7.65,10.21
2/01/2014,11,78.375,8.1,10.2025
3/01/2014,12.5,74.875,5.325,10.1775
4/01/2014,12.875,88.125,1.1625,10.1625
5/01/2014,12.375,89,0.4625,10.145
6/01/2014,11.42857143,86.28571429,27.3375,10.17625
7/01/2014,12.14285714,72.28571429,20.6,10.1775
8/01/2014,11.875,76.875,1.85,10.17875
9/01/2014,12.83333333,83,1.233333333,10.17
10/01/2014,12.375,85.375,0,10.16625
